ID_CONSULTATION;CONSULTATION_DATE;SYMPTOMS;DIAGNOSIS;PET_WEIGHT;ID_PET;PET_NAME;SPECIES;BREED;PET_BIRTH_DATE;PET_GENDER;ID_TUTOR;TUTOR_NAME;ID_VACCINE;VACCINE_NAME;VACCINE_APPLICATION_DATE;VACCINE_EXPIRATION_DATE;ID_MEDICAL_RECORD;PET_BLOOD_TYPE;PET_ALLERGY;CHRONIC_PET_DISEASE;IS_CASTRATED_PET;LATEST_UPDATE_MEDICAL_RECORD;ID_CLINIC;CLINIC_NAME;RISK
23;11/12/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;5,36;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;17;V10 (Polivalente);03/09/2025;03/09/2026;5;DEA 1.1-;;Cardiopatia valvar degenerativa;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
24;17/01/2026;Respiração ofegante;Insuficiência cardíaca compensada;5,06;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;14;Giárdia;19/10/2024;19/10/2025;5;DEA 1.1-;;Cardiopatia valvar degenerativa;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
24;17/01/2026;Respiração ofegante;Insuficiência cardíaca compensada;5,06;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;15;Antirrábica;26/02/2026;26/02/2027;5;DEA 1.1-;;Cardiopatia valvar degenerativa;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
24;17/01/2026;Respiração ofegante;Insuficiência cardíaca compensada;5,06;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;16;Gripe Canina (V4);12/10/2024;12/10/2025;5;DEA 1.1-;;Cardiopatia valvar degenerativa;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
24;17/01/2026;Respiração ofegante;Insuficiência cardíaca compensada;5,06;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;17;V10 (Polivalente);03/09/2025;03/09/2026;5;DEA 1.1-;;Cardiopatia valvar degenerativa;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
25;02/08/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;4,83;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;14;Giárdia;19/10/2024;19/10/2025;5;DEA 1.1-;;Cardiopatia valvar degenerativa;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
25;02/08/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;4,83;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;15;Antirrábica;26/02/2026;26/02/2027;5;DEA 1.1-;;Cardiopatia valvar degenerativa;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
25;02/08/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;4,83;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;16;Gripe Canina (V4);12/10/2024;12/10/2025;5;DEA 1.1-;;Cardiopatia valvar degenerativa;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
25;02/08/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;4,83;5;Bidu;Cachorro;Shih Tzu;28/10/2012 09:00;Macho;5;Fernanda Rocha Silva;17;V10 (Polivalente);03/09/2025;03/09/2026;5;DEA 1.1-;;Diabetes mellitus;S;11/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
26;13/01/2025;Nenhum sintoma - checkup de rotina;Check-up preventivo normal;3,59;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;18;Antirrábica;04/03/2026;04/03/2027;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
26;13/01/2025;Nenhum sintoma - checkup de rotina;Check-up preventivo normal;3,59;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;19;Leucemia Felina (FeLV);17/09/2025;17/09/2026;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;0
27;27/03/2025;Aumento de apetite com perda de peso;Diabetes mellitus diagnosticada;3,38;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;18;Antirrábica;04/03/2026;04/03/2027;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
27;27/03/2025;Aumento de apetite com perda de peso;Diabetes mellitus diagnosticada;3,38;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;19;Leucemia Felina (FeLV);17/09/2025;17/09/2026;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
28;29/04/2025;Urina em excesso;Diabetes em ajuste de dose de insulina;3,2;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;18;Antirrábica;04/03/2026;04/03/2027;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
28;29/04/2025;Urina em excesso;Diabetes em ajuste de dose de insulina;3,2;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;19;Leucemia Felina (FeLV);17/09/2025;17/09/2026;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
29;31/12/2025;Fraqueza;Diabetes controlada - reavaliação;3,03;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;18;Antirrábica;04/03/2026;04/03/2027;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
29;31/12/2025;Fraqueza;Diabetes controlada - reavaliação;3,03;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;19;Leucemia Felina (FeLV);17/09/2025;17/09/2026;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
30;09/08/2026;Fraqueza;Diabetes controlada - reavaliação;3,05;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;18;Antirrábica;04/03/2026;04/03/2027;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
30;09/08/2026;Fraqueza;Diabetes controlada - reavaliação;3,05;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;19;Leucemia Felina (FeLV);17/09/2025;17/09/2026;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
31;06/09/2026;Fraqueza;Diabetes controlada - reavaliação;3,04;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;18;Antirrábica;04/03/2026;04/03/2027;6;B;;Diabetes mellitus;S;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
31;06/09/2026;Fraqueza;Diabetes controlada - reavaliação;3,04;6;Nina;Gato;Vira-lata (SRD);28/07/2017 09:00;Macho;6;Rafael Santos Oliveira;19;Leucemia Felina (FeLV);17/09/2025;17/09/2026;6;B;;;N;30/07/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
32;11/10/2024;Leve apatia;Check-up preventivo normal;39,27;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;20;Leishmaniose;10/01/2025;10/01/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
32;11/10/2024;Leve apatia;Check-up preventivo normal;39,27;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;21;Antirrábica;19/01/2025;19/01/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
32;11/10/2024;Leve apatia;Check-up preventivo normal;39,27;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;22;V10 (Polivalente);10/10/2025;10/10/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
32;11/10/2024;Leve apatia;Check-up preventivo normal;39,27;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;23;Giárdia;26/10/2025;26/10/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
33;13/03/2026;Leve apatia;Animal hígido;38,5;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;20;Leishmaniose;10/01/2025;10/01/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
33;13/03/2026;Leve apatia;Animal hígido;38,5;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;21;Antirrábica;19/01/2025;19/01/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
33;13/03/2026;Leve apatia;Animal hígido;38,5;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;22;V10 (Polivalente);10/10/2025;10/10/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
33;13/03/2026;Leve apatia;Animal hígido;38,5;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;23;Giárdia;26/10/2025;26/10/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
34;23/04/2026;Leve apatia;Sem alterações significativas;38,91;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;20;Leishmaniose;10/01/2025;10/01/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
34;23/04/2026;Leve apatia;Sem alterações significativas;38,91;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;21;Antirrábica;19/01/2025;19/01/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
34;23/04/2026;Leve apatia;Sem alterações significativas;38,91;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;22;V10 (Polivalente);10/10/2025;10/10/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
34;23/04/2026;Leve apatia;Sem alterações significativas;38,91;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;23;Giárdia;26/10/2025;26/10/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
35;23/07/2026;Bom estado geral;Sem alterações significativas;38,14;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;20;Leishmaniose;10/01/2025;10/01/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
35;23/07/2026;Bom estado geral;Sem alterações significativas;38,14;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;21;Antirrábica;19/01/2025;19/01/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
35;23/07/2026;Bom estado geral;Sem alterações significativas;38,14;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;22;V10 (Polivalente);10/10/2025;10/10/2026;7;DEA 4+;;;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
35;23/07/2026;Bom estado geral;Sem alterações significativas;38,14;7;Bob;Cachorro;Rottweiler;16/05/2021 09:00;Fêmea;7;Juliana Martins Pereira;23;Giárdia;26/10/2025;26/10/2026;7;DEA 4+;;Obesidade / risco de resistência à insulina;N;25/07/2026 09:00;3;PetCare Clínica Veterinária;0
36;04/10/2024;Bom estado geral;Animal hígido;4,21;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;24;Antirrábica;30/04/2026;30/04/2027;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;0
36;04/10/2024;Bom estado geral;Animal hígido;4,21;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;25;V4 Felina;27/11/2025;27/11/2026;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;0
36;04/10/2024;Bom estado geral;Animal hígido;4,21;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;26;V5 Felina;23/12/2024;23/12/2025;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;0
37;16/06/2025;Dificuldade de locomoção;Obesidade grau I;4,34;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;24;Antirrábica;30/04/2026;30/04/2027;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
37;16/06/2025;Dificuldade de locomoção;Obesidade grau I;4,34;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;25;V4 Felina;27/11/2025;27/11/2026;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
37;16/06/2025;Dificuldade de locomoção;Obesidade grau I;4,34;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;26;V5 Felina;23/12/2024;23/12/2025;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
38;20/03/2026;Apetite aumentado;Obesidade grau II - risco metabólico;4,65;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;24;Antirrábica;30/04/2026;30/04/2027;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
38;20/03/2026;Apetite aumentado;Obesidade grau II - risco metabólico;4,65;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;25;V4 Felina;27/11/2025;27/11/2026;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
38;20/03/2026;Apetite aumentado;Obesidade grau II - risco metabólico;4,65;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;26;V5 Felina;23/12/2024;23/12/2025;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
39;23/07/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);4,93;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;24;Antirrábica;30/04/2026;30/04/2027;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
39;23/07/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);4,93;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;25;V4 Felina;27/11/2025;27/11/2026;8;AB;;Obesidade / risco de resistência à insulina;N;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
39;23/07/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);4,93;8;Amora;Gato;Maine Coon;19/12/2020 09:00;Fêmea;8;Bruno Henrique Cardoso;26;V5 Felina;23/12/2024;23/12/2025;8;AB;;Doença renal crônica (estágio inicial);S;05/08/2026 09:00;3;PetCare Clínica Veterinária;1
40;04/03/2025;Nenhum sintoma - checkup de rotina;Animal hígido;4,72;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;27;Leishmaniose;19/10/2025;19/10/2026;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;0
40;04/03/2025;Nenhum sintoma - checkup de rotina;Animal hígido;4,72;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;28;V10 (Polivalente);12/03/2026;12/03/2027;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;0
41;14/04/2025;Perda de apetite;Doença renal crônica - estágio 2;4,55;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;27;Leishmaniose;19/10/2025;19/10/2026;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
41;14/04/2025;Perda de apetite;Doença renal crônica - estágio 2;4,55;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;28;V10 (Polivalente);12/03/2026;12/03/2027;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
42;15/09/2025;Vômitos ocasionais;Doença renal crônica - estágio 3 (piora);4,34;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;27;Leishmaniose;19/10/2025;19/10/2026;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
42;15/09/2025;Vômitos ocasionais;Doença renal crônica - estágio 3 (piora);4,34;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;28;V10 (Polivalente);12/03/2026;12/03/2027;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
43;19/02/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;4,21;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;27;Leishmaniose;19/10/2025;19/10/2026;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
43;19/02/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;4,21;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;28;V10 (Polivalente);12/03/2026;12/03/2027;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
44;12/05/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;4,02;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;27;Leishmaniose;19/10/2025;19/10/2026;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
44;12/05/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;4,02;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;28;V10 (Polivalente);12/03/2026;12/03/2027;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
45;30/07/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,79;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;27;Leishmaniose;19/10/2025;19/10/2026;9;DEA 1.1-;;Doença renal crônica (estágio inicial);S;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
45;30/07/2026;Letargia progressiva;Desidratação leve, ajuste de dieta renal;3,79;9;Zeus;Cachorro;Pinscher;26/06/2013 09:00;Macho;9;Patrícia Gomes Ribeiro;28;V10 (Polivalente);12/03/2026;12/03/2027;9;DEA 1.1-;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;24/07/2026 09:00;3;PetCare Clínica Veterinária;1
46;23/11/2024;Nenhum sintoma - checkup de rotina;Animal hígido;39,43;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;29;Giárdia;01/07/2025;01/07/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
46;23/11/2024;Nenhum sintoma - checkup de rotina;Animal hígido;39,43;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;30;Leishmaniose;19/11/2025;19/11/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
46;23/11/2024;Nenhum sintoma - checkup de rotina;Animal hígido;39,43;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;31;Gripe Canina (V4);21/06/2026;21/06/2027;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
47;13/05/2025;Vermelhidão na pele;Otite externa secundária a alergia;39,84;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;29;Giárdia;01/07/2025;01/07/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
47;13/05/2025;Vermelhidão na pele;Otite externa secundária a alergia;39,84;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;30;Leishmaniose;19/11/2025;19/11/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
47;13/05/2025;Vermelhidão na pele;Otite externa secundária a alergia;39,84;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;31;Gripe Canina (V4);21/06/2026;21/06/2027;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
48;29/06/2025;Lambedura excessiva das patas;Piodermite superficial;39,33;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;29;Giárdia;01/07/2025;01/07/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
48;29/06/2025;Lambedura excessiva das patas;Piodermite superficial;39,33;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;30;Leishmaniose;19/11/2025;19/11/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
48;29/06/2025;Lambedura excessiva das patas;Piodermite superficial;39,33;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;31;Gripe Canina (V4);21/06/2026;21/06/2027;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
49;05/12/2025;Otite recorrente;Alergia alimentar suspeita;39,27;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;29;Giárdia;01/07/2025;01/07/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
49;05/12/2025;Otite recorrente;Alergia alimentar suspeita;39,27;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;30;Leishmaniose;19/11/2025;19/11/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
49;05/12/2025;Otite recorrente;Alergia alimentar suspeita;39,27;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;31;Gripe Canina (V4);21/06/2026;21/06/2027;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
50;07/12/2025;Otite recorrente;Alergia alimentar suspeita;39,56;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;29;Giárdia;01/07/2025;01/07/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
50;07/12/2025;Otite recorrente;Alergia alimentar suspeita;39,56;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;30;Leishmaniose;19/11/2025;19/11/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
50;07/12/2025;Otite recorrente;Alergia alimentar suspeita;39,56;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;31;Gripe Canina (V4);21/06/2026;21/06/2027;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
51;06/08/2026;Otite recorrente;Alergia alimentar suspeita;40,13;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;29;Giárdia;01/07/2025;01/07/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
51;06/08/2026;Otite recorrente;Alergia alimentar suspeita;40,13;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;30;Leishmaniose;19/11/2025;19/11/2026;10;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
51;06/08/2026;Otite recorrente;Alergia alimentar suspeita;40,13;10;Lola;Cachorro;Rottweiler;23/01/2023 09:00;Macho;10;Lucas Andrade Barbosa;31;Gripe Canina (V4);21/06/2026;21/06/2027;10;DEA 1.1+;Dermatite atópica;Cardiopatia valvar degenerativa;S;12/07/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
52;11/12/2024;Bom estado geral;Animal hígido;4,86;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;32;Antirrábica;10/09/2025;10/09/2026;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;0
52;11/12/2024;Bom estado geral;Animal hígido;4,86;11;Simba;Cachorro;Pinscher;05/03/2016 09:00;Macho;11;Camila Nogueira Dias;33;V10 (Polivalente);19/03/2026;19/03/2027;11;DEA 1.1-;Dermatite atópica;Cardiopatia valvar degenerativa;S;05/08/2026 09:00;3;PetCare Clínica Veterinária;0
